Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
OR2C3	ENST00000366487.3	olfactory receptor, family 2, subfamily C, member 3 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
KIAA1217	ENST00000396445.1	KIAA1217 	320	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
SLC17A8	ENST00000323346.5	solute carrier family 17 (vesicular glutamate transporter), member 8 	5	1	0	0	1	1	hsa-miR-338-5p	-0.07	-0.07	N/A
KIAA1147	ENST00000536163.1	KIAA1147 	73	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CMTM6	ENST00000205636.3	CKLF-like MARVEL transmembrane domain containing 6 	169	2	0	1	1	0	hsa-miR-338-5p	-0.07	-0.08	N/A
YEATS4	ENST00000247843.2	YEATS domain containing 4 	497	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ZFP14	ENST00000270001.7	ZFP14 zinc finger protein 	109	2	0	1	1	4	hsa-miR-338-5p	-0.07	-0.07	N/A
TBX21	ENST00000177694.1	T-box 21 	5	2	0	1	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
AHR	ENST00000242057.4	aryl hydrocarbon receptor 	25	3	1	1	1	1	hsa-miR-338-5p	-0.07	-0.07	N/A
DUSP6	ENST00000279488.7	dual specificity phosphatase 6 	1056	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
SLC4A7	ENST00000295736.5	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	146	3	2	1	0	2	hsa-miR-338-5p	-0.07	-0.10	N/A
MTHFD2	ENST00000394053.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase 	330	1	0	0	1	2	hsa-miR-338-5p	-0.07	-0.16	N/A
MED10	ENST00000255764.3	mediator complex subunit 10 	760	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.09	N/A
DR1	ENST00000370272.4	down-regulator of transcription 1, TBP-binding (negative cofactor 2) 	2994	1	0	1	0	9	hsa-miR-338-5p	-0.07	-0.09	N/A
C14orf23	ENST00000399387.4	chromosome 14 open reading frame 23 	5	2	0	1	1	2	hsa-miR-338-5p	-0.07	-0.12	N/A
KIAA0226L	ENST00000429979.1	KIAA0226-like 	21	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
IL10	ENST00000423557.1	interleukin 10 	5	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
C3orf58	ENST00000441925.2	chromosome 3 open reading frame 58 	118	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
CDH9	ENST00000231021.4	cadherin 9, type 2 (T1-cadherin) 	7	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ANKRD44	ENST00000282272.8	ankyrin repeat domain 44 	187	2	0	2	0	1	hsa-miR-338-5p	-0.07	-0.08	N/A
FAXC	ENST00000389677.5	failed axon connections homolog (Drosophila) 	95	5	1	3	1	3	hsa-miR-338-5p	-0.07	-0.10	N/A
SNX18	ENST00000343017.6	sorting nexin 18 	174	2	1	1	0	0	hsa-miR-338-5p	-0.07	-0.10	N/A
FUT9	ENST00000302103.5	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) 	5	5	0	2	3	4	hsa-miR-338-5p	-0.07	-0.07	N/A
PCDH17	ENST00000377918.3	protocadherin 17 	477	3	1	2	0	2	hsa-miR-338-5p	-0.07	-0.07	N/A
CLEC1B	ENST00000428126.2	C-type lectin domain family 1, member B 	5	2	0	1	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
RUNDC3B	ENST00000338056.3	RUN domain containing 3B 	41	2	0	2	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
PCDH11Y	ENST00000215473.6	protocadherin 11 Y-linked 	0	4	0	3	1	4	hsa-miR-338-5p	-0.07	-0.07	N/A
SPIN3	ENST00000374919.3	spindlin family, member 3 	12	3	1	2	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
MTF1	ENST00000373036.4	metal-regulatory transcription factor 1 	98	1	1	0	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
SPTB	ENST00000389721.5	spectrin, beta, erythrocytic 	39	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CTNNA3	ENST00000433211.2	catenin (cadherin-associated protein), alpha 3 	5	4	1	1	2	0	hsa-miR-338-5p	-0.07	-0.07	N/A
MLLT4	ENST00000400822.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 	232	3	1	2	0	3	hsa-miR-338-5p	-0.07	-0.07	N/A
SLFN13	ENST00000285013.6	schlafen family member 13 	11	3	1	2	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
PCDH11X	ENST00000373097.1	protocadherin 11 X-linked 	5	4	0	3	1	4	hsa-miR-338-5p	-0.07	-0.07	N/A
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	1	0	1	0	4	hsa-miR-338-5p	-0.07	-0.07	N/A
AGGF1	ENST00000312916.7	angiogenic factor with G patch and FHA domains 1 	890	1	1	0	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ADAM2	ENST00000347580.4	ADAM metallopeptidase domain 2 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CSTF2	ENST00000415585.2	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa 	385	1	0	0	1	2	hsa-miR-338-5p	-0.07	-0.16	N/A
CLIP4	ENST00000320081.5	CAP-GLY domain containing linker protein family, member 4 	490	1	0	0	1	1	hsa-miR-338-5p	-0.07	-0.08	N/A
ZWILCH	ENST00000307897.5	zwilch kinetochore protein 	43	1	0	0	1	1	hsa-miR-338-5p	-0.07	-0.08	N/A
KLF11	ENST00000305883.1	Kruppel-like factor 11 	42	2	0	2	0	1	hsa-miR-338-5p	-0.07	-0.08	N/A
RBM27	ENST00000265271.5	RNA binding motif protein 27 	130	2	0	2	0	1	hsa-miR-338-5p	-0.07	-0.08	N/A
SSX2IP	ENST00000342203.3	synovial sarcoma, X breakpoint 2 interacting protein 	197	1	0	0	1	1	hsa-miR-338-5p	-0.07	-0.09	N/A
PPIL4	ENST00000340881.2	peptidylprolyl isomerase (cyclophilin)-like 4 	1565	1	0	1	0	2	hsa-miR-338-5p	-0.07	-0.27	N/A
ING5	ENST00000313552.6	inhibitor of growth family, member 5 	529	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.10	N/A
ABCC5	ENST00000334444.6	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	453	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
FASLG	ENST00000340030.3	Fas ligand (TNF superfamily, member 6) 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
RFTN2	ENST00000295049.4	raftlin family member 2 	21	1	0	0	1	2	hsa-miR-338-5p	-0.07	-0.07	N/A
GJB7	ENST00000525899.1	gap junction protein, beta 7, 25kDa 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CEP192	ENST00000325971.8	centrosomal protein 192kDa 	2588	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
GOLGA5	ENST00000163416.2	golgin A5 	35	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CLDN1	ENST00000295522.3	claudin 1 	153	1	0	0	1	1	hsa-miR-338-5p	-0.07	-0.08	N/A
MAP3K15	ENST00000338883.4	mitogen-activated protein kinase kinase kinase 15 	31	1	1	0	0	1	hsa-miR-338-5p	-0.07	-0.26	N/A
PDGFA	ENST00000354513.5	platelet-derived growth factor alpha polypeptide 	25	2	0	1	1	0	hsa-miR-338-5p	-0.07	-0.09	N/A
PAN3	ENST00000282391.5	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) 	361	3	1	2	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CHIC1	ENST00000373504.6	cysteine-rich hydrophobic domain 1 	16	3	1	1	1	2	hsa-miR-338-5p	-0.07	-0.14	N/A
NUP62CL	ENST00000372461.3	nucleoporin 62kDa C-terminal like 	73	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ZNF677	ENST00000599012.1	zinc finger protein 677 	51	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.08	N/A
ZNF226	ENST00000588883.1	zinc finger protein 226 	327	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
MORC1	ENST00000232603.5	MORC family CW-type zinc finger 1 	5	2	0	1	1	1	hsa-miR-338-5p	-0.07	-0.15	N/A
DLEU7	ENST00000400393.3	deleted in lymphocytic leukemia, 7 	5	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
NELL2	ENST00000395487.2	NEL-like 2 (chicken) 	32	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
EOMES	ENST00000295743.4	eomesodermin 	28	1	1	0	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
EXOC5	ENST00000413566.2	exocyst complex component 5 	242	5	0	3	2	0	hsa-miR-338-5p	-0.07	-0.08	N/A
GTF2A1	ENST00000553612.1	general transcription factor IIA, 1, 19/37kDa 	88	4	1	1	2	1	hsa-miR-338-5p	-0.07	-0.12	N/A
DCAF16	ENST00000382247.1	DDB1 and CUL4 associated factor 16 	202	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
NNAT	ENST00000062104.2	neuronatin 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
MYCT1	ENST00000367245.5	myc target 1 	5	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
SLC25A12	ENST00000422440.2	solute carrier family 25 (aspartate/glutamate carrier), member 12 	566	3	2	1	0	1	hsa-miR-338-5p	-0.07	-0.12	N/A
GOLGA8I	ENST00000450802.3	golgin A8 family, member I 	5	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
MDFIC	ENST00000393486.1	MyoD family inhibitor domain containing 	601	2	0	0	2	0	hsa-miR-338-5p	-0.07	-0.08	N/A
PDGFC	ENST00000502773.1	platelet derived growth factor C 	238	3	0	1	2	1	hsa-miR-338-5p	-0.07	-0.08	N/A
ODAM	ENST00000396094.2	odontogenic, ameloblast asssociated 	18	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.09	N/A
ARHGAP23	ENST00000431231.2	Rho GTPase activating protein 23 	289	2	0	1	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
C6orf62	ENST00000378119.4	chromosome 6 open reading frame 62 	300	2	0	0	2	0	hsa-miR-338-5p	-0.07	-0.07	N/A
TMEM185B	ENST00000426077.2	transmembrane protein 185B 	1146	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.08	N/A
GOLIM4	ENST00000470487.1	golgi integral membrane protein 4 	48	1	1	0	0	0	hsa-miR-338-5p	-0.07	-0.14	N/A
AXIN2	ENST00000307078.5	axin 2 	86	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ZNF521	ENST00000361524.3	zinc finger protein 521 	520	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
PUM1	ENST00000424085.2	pumilio RNA-binding family member 1 	202	1	1	0	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
GALR1	ENST00000299727.3	galanin receptor 1 	0	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
GIGYF1	ENST00000275732.5	GRB10 interacting GYF protein 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
PRSS35	ENST00000369700.3	protease, serine, 35 	23	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
ZBTB21	ENST00000398505.3	zinc finger and BTB domain containing 21 	802	4	0	3	1	0	hsa-miR-338-5p	-0.07	-0.08	N/A
C12orf49	ENST00000261318.3	chromosome 12 open reading frame 49 	673	1	0	1	0	2	hsa-miR-338-5p	-0.07	-0.07	N/A
PLA2G12A	ENST00000243501.5	phospholipase A2, group XIIA 	214	2	0	1	1	2	hsa-miR-338-5p	-0.07	-0.29	N/A
GDE1	ENST00000353258.3	glycerophosphodiester phosphodiesterase 1 	2741	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	3	0	1	2	1	hsa-miR-338-5p	-0.07	-0.07	N/A
CNNM4	ENST00000540067.1	cyclin M4 	1249	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	1	0	0	1	2	hsa-miR-338-5p	-0.07	-0.12	N/A
CDK1	ENST00000395284.3	cyclin-dependent kinase 1 	3029	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.09	N/A
MMP16	ENST00000286614.6	matrix metallopeptidase 16 (membrane-inserted) 	12	5	1	3	1	1	hsa-miR-338-5p	-0.07	-0.10	N/A
GLRA3	ENST00000274093.3	glycine receptor, alpha 3 	5	3	0	2	1	1	hsa-miR-338-5p	-0.07	-0.07	N/A
PLA1A	ENST00000273371.4	phospholipase A1 member A 	61	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
KLLN	ENST00000445946.3	killin, p53-regulated DNA replication inhibitor 	5	1	0	0	1	3	hsa-miR-338-5p	-0.07	-0.07	N/A
ZSWIM3	ENST00000255152.2	zinc finger, SWIM-type containing 3 	52	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
AL353698.1	ENST00000433279.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
SEC24D	ENST00000429811.2	SEC24 family, member D (S. cerevisiae) 	50	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
AP000708.1	ENST00000527818.1		5	1	0	0	1	2	hsa-miR-338-5p	-0.07	-0.07	N/A
TBC1D24	ENST00000567020.1	TBC1 domain family, member 24 	269	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
CD28	ENST00000324106.8	CD28 molecule 	5	3	1	1	1	0	hsa-miR-338-5p	-0.07	-0.07	N/A
PTPN2	ENST00000309660.5	protein tyrosine phosphatase, non-receptor type 2 	60	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.11	N/A
PRMT2	ENST00000458387.2	protein arginine methyltransferase 2 	584	1	0	1	0	2	hsa-miR-338-5p	-0.07	-0.09	N/A
APPL1	ENST00000288266.3	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 	908	1	0	0	1	3	hsa-miR-338-5p	-0.07	-0.07	N/A
CDC7	ENST00000234626.6	cell division cycle 7 	416	2	1	1	0	1	hsa-miR-338-5p	-0.07	-0.09	N/A
LRBA	ENST00000535741.1	LPS-responsive vesicle trafficking, beach and anchor containing 	603	1	0	1	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
BLCAP	ENST00000397137.1	bladder cancer associated protein 	38	1	0	0	1	0	hsa-miR-338-5p	-0.07	-0.11	N/A
MAN1A1	ENST00000368468.3	mannosidase, alpha, class 1A, member 1 	248	1	1	0	0	2	hsa-miR-338-5p	-0.07	-0.10	N/A
CDH12	ENST00000504376.2	cadherin 12, type 2 (N-cadherin 2) 	21	2	1	1	0	0	hsa-miR-338-5p	-0.07	-0.17	N/A
RBM28	ENST00000223073.2	RNA binding motif protein 28 	297	2	0	1	1	2	hsa-miR-338-5p	-0.07	-0.07	N/A
DHX33	ENST00000225296.3	DEAH (Asp-Glu-Ala-His) box polypeptide 33 	724	1	1	0	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
RGS16	ENST00000367558.5	regulator of G-protein signaling 16 	7	2	0	0	2	2	hsa-miR-338-5p	-0.07	-0.08	N/A
ACTR3	ENST00000263238.2	ARP3 actin-related protein 3 homolog (yeast) 	816	3	0	2	1	2	hsa-miR-338-5p	-0.07	-0.12	N/A
MBOAT2	ENST00000305997.3	membrane bound O-acyltransferase domain containing 2 	1145	2	0	2	0	1	hsa-miR-338-5p	-0.07	-0.07	N/A
LARGE	ENST00000354992.2	like-glycosyltransferase 	411	1	0	1	0	0	hsa-miR-338-5p	-0.07	-0.07	N/A
EPHA7	ENST00000369303.4	EPH receptor A7 	213	3	1	2	0	1	hsa-miR-338-5p	-0.07	-0.09	N/A
TEK	ENST00000380036.4	TEK tyrosine kinase, endothelial 	1007	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.07	N/A
RPS8	ENST00000396651.3	ribosomal protein S8 	2438	1	0	1	0	1	hsa-miR-338-5p	-0.06	-0.14	N/A
CLOCK	ENST00000309964.4	clock circadian regulator 	86	3	2	0	1	3	hsa-miR-338-5p	-0.06	-0.07	N/A
CTC-241N9.1	ENST00000499601.2	Uncharacterized protein  	41	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.07	N/A
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	3	1	1	1	2	hsa-miR-338-5p	-0.06	-0.07	N/A
SARNP	ENST00000552080.1	SAP domain containing ribonucleoprotein 	16	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.21	N/A
FGD6	ENST00000343958.4	FYVE, RhoGEF and PH domain containing 6 	21	4	0	2	2	0	hsa-miR-338-5p	-0.06	-0.09	N/A
UFM1	ENST00000239878.4	ubiquitin-fold modifier 1 	1502	2	1	0	1	0	hsa-miR-338-5p	-0.06	-0.52	N/A
DPP8	ENST00000341861.5	dipeptidyl-peptidase 8 	1293	2	2	0	0	0	hsa-miR-338-5p	-0.06	-0.09	N/A
PPAPDC2	ENST00000381883.2	phosphatidic acid phosphatase type 2 domain containing 2 	263	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
HIST1H4E	ENST00000360441.4	histone cluster 1, H4e 	18	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
MYO1E	ENST00000288235.4	myosin IE 	198	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
PYGO1	ENST00000302000.6	pygopus homolog 1 (Drosophila) 	104	1	0	0	1	7	hsa-miR-338-5p	-0.06	-0.08	N/A
CPOX	ENST00000264193.2	coproporphyrinogen oxidase 	377	2	0	1	1	0	hsa-miR-338-5p	-0.06	-0.07	N/A
TTC9	ENST00000256367.2	tetratricopeptide repeat domain 9 	39	2	0	1	1	1	hsa-miR-338-5p	-0.06	-0.17	N/A
RPP14	ENST00000445193.3	ribonuclease P/MRP 14kDa subunit 	1612	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.09	N/A
ZNF140	ENST00000440550.2	zinc finger protein 140 	179	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.09	N/A
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	3	0	2	1	3	hsa-miR-338-5p	-0.06	-0.08	N/A
PPP1CB	ENST00000395366.2	protein phosphatase 1, catalytic subunit, beta isozyme 	5795	2	0	1	1	1	hsa-miR-338-5p	-0.06	-0.16	N/A
TAF9B	ENST00000341864.5	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa 	19	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
AC023632.1	ENST00000391679.1	HCG2009141; PRO2397; Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
PPIP5K1	ENST00000381885.1	diphosphoinositol pentakisphosphate kinase 1 	109	1	1	0	0	0	hsa-miR-338-5p	-0.06	-0.06	N/A
PRNP	ENST00000379440.4	prion protein 	1136	2	0	2	0	0	hsa-miR-338-5p	-0.06	-0.06	N/A
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	2	1	1	0	0	hsa-miR-338-5p	-0.06	-0.10	N/A
LYPLA1	ENST00000316963.3	lysophospholipase I 	57	2	0	1	1	2	hsa-miR-338-5p	-0.06	-0.06	N/A
ST6GALNAC5	ENST00000477717.1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 	7	2	0	1	1	1	hsa-miR-338-5p	-0.06	-0.09	N/A
CCDC89	ENST00000316398.3	coiled-coil domain containing 89 	11	2	0	1	1	0	hsa-miR-338-5p	-0.06	-0.09	N/A
ACTN1	ENST00000193403.6	actinin, alpha 1 	10087	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.09	N/A
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.10	N/A
CXADR	ENST00000400169.1	coxsackie virus and adenovirus receptor 	88	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.07	N/A
MAGEF1	ENST00000317897.3	melanoma antigen family F, 1 	41	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.08	N/A
KANK2	ENST00000586659.1	KN motif and ankyrin repeat domains 2 	1735	1	1	0	0	0	hsa-miR-338-5p	-0.06	-0.06	N/A
CCDC152	ENST00000361970.5	coiled-coil domain containing 152 	5	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.06	N/A
SEMA3C	ENST00000265361.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C 	45	2	1	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
CIRBP	ENST00000444172.2	cold inducible RNA binding protein 	4799	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.07	N/A
SPRY4	ENST00000344120.4	sprouty homolog 4 (Drosophila) 	110	3	0	1	2	0	hsa-miR-338-5p	-0.06	-0.07	N/A
CREG2	ENST00000324768.5	cellular repressor of E1A-stimulated genes 2 	38	4	1	2	1	1	hsa-miR-338-5p	-0.06	-0.08	N/A
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	2	0	2	0	2	hsa-miR-338-5p	-0.06	-0.08	N/A
LEMD3	ENST00000308330.2	LEM domain containing 3 	189	2	0	0	2	1	hsa-miR-338-5p	-0.06	-0.07	N/A
KLF3	ENST00000261438.5	Kruppel-like factor 3 (basic) 	515	3	0	2	1	2	hsa-miR-338-5p	-0.06	-0.08	N/A
HLA-DMB	ENST00000418107.2	major histocompatibility complex, class II, DM beta 	61	1	0	1	0	1	hsa-miR-338-5p	-0.06	-0.29	N/A
RAP1A	ENST00000369709.3	RAP1A, member of RAS oncogene family 	382	2	0	2	0	3	hsa-miR-338-5p	-0.06	-0.16	N/A
KLF7	ENST00000309446.6	Kruppel-like factor 7 (ubiquitous) 	737	1	1	0	0	0	hsa-miR-338-5p	-0.06	-0.06	N/A
BNIP3	ENST00000368636.4	BCL2/adenovirus E1B 19kDa interacting protein 3 	203	2	0	1	1	0	hsa-miR-338-5p	-0.06	-0.07	N/A
C5orf28	ENST00000500337.2	chromosome 5 open reading frame 28 	1711	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.10	N/A
RSPH3	ENST00000367069.2	radial spoke 3 homolog (Chlamydomonas) 	59	1	1	0	0	2	hsa-miR-338-5p	-0.06	-0.06	N/A
RAPGEF5	ENST00000401957.2	Rap guanine nucleotide exchange factor (GEF) 5 	32	2	0	1	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
LMO7	ENST00000341547.4	LIM domain 7 	4663	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	1	0	1	0	2	hsa-miR-338-5p	-0.06	-0.06	N/A
KLRK1	ENST00000240618.6	killer cell lectin-like receptor subfamily K, member 1 	5	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
RFXAP	ENST00000255476.2	regulatory factor X-associated protein 	682	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
NFKB1	ENST00000226574.4	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 	316	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
C7orf57	ENST00000435376.1	chromosome 7 open reading frame 57 	5	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
AGL	ENST00000370161.2	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase 	48	3	1	1	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
UBLCP1	ENST00000296786.6	ubiquitin-like domain containing CTD phosphatase 1 	40	1	0	1	0	1	hsa-miR-338-5p	-0.06	-0.14	N/A
CBR4	ENST00000306193.3	carbonyl reductase 4 	90	1	0	1	0	0	hsa-miR-338-5p	-0.06	-0.08	N/A
B3GALTL	ENST00000343307.4	beta 1,3-galactosyltransferase-like 	200	3	0	3	0	2	hsa-miR-338-5p	-0.06	-0.09	N/A
CDADC1	ENST00000251108.6	cytidine and dCMP deaminase domain containing 1 	14	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.07	N/A
MRAS	ENST00000289104.4	muscle RAS oncogene homolog 	181	2	0	1	1	1	hsa-miR-338-5p	-0.06	-0.09	N/A
NOG	ENST00000332822.4	noggin 	107	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.09	N/A
TPK1	ENST00000549981.1	thiamin pyrophosphokinase 1 	7	1	1	0	0	3	hsa-miR-338-5p	-0.06	-0.20	N/A
C8orf33	ENST00000331434.6	chromosome 8 open reading frame 33 	359	2	1	0	1	0	hsa-miR-338-5p	-0.06	-0.36	N/A
FAM151B	ENST00000282226.4	family with sequence similarity 151, member B 	35	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.08	N/A
DNAJC6	ENST00000395325.3	DnaJ (Hsp40) homolog, subfamily C, member 6 	96	3	0	2	1	0	hsa-miR-338-5p	-0.06	-0.09	N/A
B4GALT6	ENST00000306851.5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6 	146	2	0	2	0	2	hsa-miR-338-5p	-0.06	-0.09	N/A
FBXO47	ENST00000378079.2	F-box protein 47 	5	3	0	2	1	0	hsa-miR-338-5p	-0.06	-0.09	N/A
NCK1	ENST00000469404.1	NCK adaptor protein 1 	415	2	0	1	1	2	hsa-miR-338-5p	-0.06	-0.08	N/A
CREBRF	ENST00000540014.1	CREB3 regulatory factor 	24	5	0	1	4	4	hsa-miR-338-5p	-0.06	-0.06	N/A
GPR116	ENST00000283296.7	G protein-coupled receptor 116 	5	2	2	0	0	1	hsa-miR-338-5p	-0.06	-0.06	N/A
ADAM28	ENST00000265769.4	ADAM metallopeptidase domain 28 	5	1	0	1	0	2	hsa-miR-338-5p	-0.06	-0.06	N/A
SLC6A14	ENST00000371900.4	solute carrier family 6 (amino acid transporter), member 14 	5	3	1	1	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
SCOC	ENST00000608372.1	short coiled-coil protein 	922	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
DDX3Y	ENST00000336079.3	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked 	5	2	0	1	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
MAP1LC3B	ENST00000268607.5	microtubule-associated protein 1 light chain 3 beta 	18	1	0	0	1	0	hsa-miR-338-5p	-0.06	-0.06	N/A
TCF7	ENST00000518915.1	transcription factor 7 (T-cell specific, HMG-box) 	883	1	0	0	1	1	hsa-miR-338-5p	-0.06	-0.06	N/A
