Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
NECAP1	ENST00000339754.5	NECAP endocytosis associated 1 	13	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
ELK3	ENST00000228741.3	ELK3, ETS-domain protein (SRF accessory protein 2) 	2719	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
KCNE1	ENST00000399289.3	potassium voltage-gated channel, Isk-related family, member 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	4	1	1	2	1	rno-miR-338-5p	-0.07	-0.07	N/A
WASL	ENST00000223023.4	Wiskott-Aldrich syndrome-like 	230	1	1	0	0	1	rno-miR-338-5p	-0.07	-0.07	N/A
PAFAH1B1	ENST00000397195.5	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) 	1570	2	0	1	1	1	rno-miR-338-5p	-0.07	-0.10	N/A
CRK	ENST00000398970.5	v-crk avian sarcoma virus CT10 oncogene homolog 	1841	1	0	0	1	1	rno-miR-338-5p	-0.07	-0.08	N/A
ZMYM6	ENST00000317538.5	zinc finger, MYM-type 6 	56	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.08	N/A
HNRNPLL	ENST00000449105.3	heterogeneous nuclear ribonucleoprotein L-like 	753	1	0	1	0	1	rno-miR-338-5p	-0.07	-0.18	N/A
FOXA1	ENST00000250448.2	forkhead box A1 	249	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
YTHDF3	ENST00000539294.1	YTH domain family, member 3 	444	3	2	0	1	0	rno-miR-338-5p	-0.07	-0.12	N/A
SOWAHC	ENST00000356454.3	sosondowah ankyrin repeat domain family member C 	431	1	1	0	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
CDKN2AIP	ENST00000302350.4	CDKN2A interacting protein 	2313	2	0	1	1	1	rno-miR-338-5p	-0.07	-0.12	N/A
FASLG	ENST00000340030.3	Fas ligand (TNF superfamily, member 6) 	5	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
GSX1	ENST00000302945.2	GS homeobox 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
ALDH1A2	ENST00000249750.4	aldehyde dehydrogenase 1 family, member A2 	401	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
RP11-17M16.1	ENST00000532511.1	Homo sapiens FLJ44313 protein (FLJ44313), mRNA. 	9	1	0	1	0	1	rno-miR-338-5p	-0.07	-0.07	N/A
PABPC1L2A	ENST00000373519.1	poly(A) binding protein, cytoplasmic 1-like 2A 	5	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
NUMBL	ENST00000252891.4	numb homolog (Drosophila)-like 	323	1	0	1	0	1	rno-miR-338-5p	-0.07	-0.08	N/A
KLRG1	ENST00000266551.4	killer cell lectin-like receptor subfamily G, member 1 	15	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.20	N/A
MTFR1	ENST00000458689.2	mitochondrial fission regulator 1 	1051	1	0	1	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
GOLIM4	ENST00000470487.1	golgi integral membrane protein 4 	48	2	1	1	0	0	rno-miR-338-5p	-0.07	-0.12	N/A
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	2	0	1	1	5	rno-miR-338-5p	-0.07	-0.07	N/A
NOG	ENST00000332822.4	noggin 	107	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.10	N/A
IKZF1	ENST00000331340.3	IKAROS family zinc finger 1 (Ikaros) 	11	3	1	1	1	0	rno-miR-338-5p	-0.07	-0.08	N/A
TRAPPC11	ENST00000357207.4	trafficking protein particle complex 11 	46	1	1	0	0	0	rno-miR-338-5p	-0.07	-0.07	N/A
GJB6	ENST00000241124.6	gap junction protein, beta 6, 30kDa 	5	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
PMP2	ENST00000256103.2	peripheral myelin protein 2 	5	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
ZNF521	ENST00000361524.3	zinc finger protein 521 	520	1	0	0	1	0	rno-miR-338-5p	-0.07	-0.07	N/A
GRIA2	ENST00000296526.7	glutamate receptor, ionotropic, AMPA 2 	5	3	1	1	1	3	rno-miR-338-5p	-0.07	-0.07	N/A
RAB9B	ENST00000243298.2	RAB9B, member RAS oncogene family 	21	1	0	0	1	1	rno-miR-338-5p	-0.07	-0.07	N/A
FAM132B	ENST00000546354.1	family with sequence similarity 132, member B 	722	1	0	1	0	1	rno-miR-338-5p	-0.06	-0.07	N/A
ZC3HAV1L	ENST00000275766.1	zinc finger CCCH-type, antiviral 1-like 	98	2	0	2	0	0	rno-miR-338-5p	-0.06	-0.07	N/A
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	2	0	0	2	3	rno-miR-338-5p	-0.06	-0.07	N/A
PCLO	ENST00000437081.1	piccolo presynaptic cytomatrix protein 	24	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.08	N/A
AHI1	ENST00000417892.2	Abelson helper integration site 1 	72	1	0	0	1	2	rno-miR-338-5p	-0.06	-0.08	N/A
ADAMTS19	ENST00000274487.4	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	8	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
TLR3	ENST00000296795.3	toll-like receptor 3 	5	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
BEND2	ENST00000380033.4	BEN domain containing 2 	5	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
MED13	ENST00000397786.2	mediator complex subunit 13 	561	3	0	2	1	2	rno-miR-338-5p	-0.06	-0.07	N/A
CHIC2	ENST00000263921.3	cysteine-rich hydrophobic domain 2 	2509	3	0	1	2	1	rno-miR-338-5p	-0.06	-0.11	N/A
TRA2B	ENST00000453386.2	transformer 2 beta homolog (Drosophila) 	1868	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.10	N/A
FAM53C	ENST00000513056.1	family with sequence similarity 53, member C 	592	2	0	0	2	1	rno-miR-338-5p	-0.06	-0.07	N/A
NRARP	ENST00000356628.2	NOTCH-regulated ankyrin repeat protein 	56	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	1	0	0	1	rno-miR-338-5p	-0.06	-0.07	N/A
NOVA1	ENST00000465357.2	neuro-oncological ventral antigen 1 	5	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
CD247	ENST00000362089.5	CD247 molecule 	9	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
IL1B	ENST00000263341.2	interleukin 1, beta 	5	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	2	0	1	1	1	rno-miR-338-5p	-0.06	-0.08	N/A
STK38L	ENST00000389032.3	serine/threonine kinase 38 like 	705	3	0	0	3	0	rno-miR-338-5p	-0.06	-0.09	N/A
SPOCK3	ENST00000357154.3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 	46	1	0	0	1	3	rno-miR-338-5p	-0.06	-0.14	N/A
RBM12	ENST00000374114.3	RNA binding motif protein 12 	431	4	0	2	2	1	rno-miR-338-5p	-0.06	-0.18	N/A
DAGLA	ENST00000257215.5	diacylglycerol lipase, alpha 	1262	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
ZCCHC18	ENST00000537356.3	zinc finger, CCHC domain containing 18 	17	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.09	N/A
THEMIS	ENST00000368250.1	thymocyte selection associated 	5	1	1	0	0	2	rno-miR-338-5p	-0.06	-0.06	N/A
LFNG	ENST00000402045.1	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	346	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
ASB5	ENST00000296525.3	ankyrin repeat and SOCS box containing 5 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
TMEM57	ENST00000399766.3	transmembrane protein 57 	459	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
MALL	ENST00000272462.2	mal, T-cell differentiation protein-like 	5	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
CHRNA9	ENST00000310169.2	cholinergic receptor, nicotinic, alpha 9 (neuronal) 	20	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
PEX1	ENST00000438045.1	peroxisomal biogenesis factor 1 	24	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
PTGER4	ENST00000302472.3	prostaglandin E receptor 4 (subtype EP4) 	326	1	0	1	0	2	rno-miR-338-5p	-0.06	-0.06	N/A
AICDA	ENST00000229335.6	activation-induced cytidine deaminase 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
CA5B	ENST00000454127.2	carbonic anhydrase VB, mitochondrial 	245	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.07	N/A
GAS2	ENST00000454584.2	growth arrest-specific 2 	13	2	0	1	1	0	rno-miR-338-5p	-0.06	-0.07	N/A
AF131215.5	ENST00000400102.3		5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
PRKAA1	ENST00000397128.2	protein kinase, AMP-activated, alpha 1 catalytic subunit 	1415	2	0	0	2	0	rno-miR-338-5p	-0.06	-0.07	N/A
GPM6B	ENST00000454189.2	glycoprotein M6B 	135	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.15	N/A
AC006486.1	ENST00000378108.1		5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
BBS7	ENST00000264499.4	Bardet-Biedl syndrome 7 	173	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
NAALADL2	ENST00000454872.1	N-acetylated alpha-linked acidic dipeptidase-like 2 	5	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
TCF7L2	ENST00000355717.4	transcription factor 7-like 2 (T-cell specific, HMG-box) 	650	1	0	1	0	2	rno-miR-338-5p	-0.06	-0.06	N/A
DCP2	ENST00000389063.2	decapping mRNA 2 	155	2	0	1	1	3	rno-miR-338-5p	-0.06	-0.10	N/A
ACSL6	ENST00000379264.2	acyl-CoA synthetase long-chain family member 6 	7	2	2	0	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
GABRB2	ENST00000393959.1	gamma-aminobutyric acid (GABA) A receptor, beta 2 	5	2	2	0	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
AMMECR1	ENST00000262844.5	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	5	3	1	1	1	4	rno-miR-338-5p	-0.06	-0.06	N/A
PRG4	ENST00000367483.4	proteoglycan 4 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
TSPAN7	ENST00000378482.2	tetraspanin 7 	2536	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
KIAA1430	ENST00000458385.2	KIAA1430 	75	3	1	0	2	1	rno-miR-338-5p	-0.06	-0.07	N/A
FAM193A	ENST00000505311.1	family with sequence similarity 193, member A 	274	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
SUGP2	ENST00000337018.6	SURP and G patch domain containing 2 	1879	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
CDCA2	ENST00000330560.3	cell division cycle associated 2 	215	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.14	N/A
C11orf52	ENST00000278601.5	chromosome 11 open reading frame 52 	164	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.07	N/A
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	3	1	2	0	2	rno-miR-338-5p	-0.06	-0.07	N/A
MAP3K12	ENST00000267079.2	mitogen-activated protein kinase kinase kinase 12 	61	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.07	N/A
UBE2G1	ENST00000396981.2	ubiquitin-conjugating enzyme E2G 1 	5620	2	0	0	2	2	rno-miR-338-5p	-0.06	-0.07	N/A
EYA1	ENST00000388742.4	eyes absent homolog 1 (Drosophila) 	222	1	1	0	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
KIF2A	ENST00000381103.2	kinesin heavy chain member 2A 	905	1	0	1	0	1	rno-miR-338-5p	-0.06	-0.11	N/A
RP11-770J1.4	ENST00000532619.1		5	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
STAT1	ENST00000540176.1	signal transducer and activator of transcription 1, 91kDa 	326	1	0	1	0	1	rno-miR-338-5p	-0.06	-0.16	N/A
HOXA9	ENST00000396345.1	homeobox A9 	151	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
PYGO1	ENST00000302000.6	pygopus homolog 1 (Drosophila) 	104	1	0	1	0	2	rno-miR-338-5p	-0.06	-0.06	N/A
CTSC	ENST00000227266.5	cathepsin C 	592	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
PABPC4L	ENST00000421491.3	poly(A) binding protein, cytoplasmic 4-like 	55	3	0	3	0	0	rno-miR-338-5p	-0.06	-0.09	N/A
INPP4B	ENST00000513000.1	inositol polyphosphate-4-phosphatase, type II, 105kDa 	43	3	3	0	0	2	rno-miR-338-5p	-0.06	-0.12	N/A
PPP1CB	ENST00000395366.2	protein phosphatase 1, catalytic subunit, beta isozyme 	5795	2	0	1	1	1	rno-miR-338-5p	-0.06	-0.11	N/A
ZNF568	ENST00000415168.1	zinc finger protein 568 	127	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.10	N/A
C11orf44	ENST00000317019.2	chromosome 11 open reading frame 44 	5	1	0	1	0	1	rno-miR-338-5p	-0.06	-0.06	N/A
KLHDC1	ENST00000359332.2	kelch domain containing 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
CAPRIN1	ENST00000341394.4	cell cycle associated protein 1 	650	2	0	0	2	2	rno-miR-338-5p	-0.06	-0.07	N/A
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	2	1	1	0	1	rno-miR-338-5p	-0.06	-0.06	N/A
TRPA1	ENST00000262209.4	transient receptor potential cation channel, subfamily A, member 1 	75	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	3	2	1	0	0	rno-miR-338-5p	-0.06	-0.08	N/A
BACH2	ENST00000257749.4	BTB and CNC homology 1, basic leucine zipper transcription factor 2 	74	2	1	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
CENPQ	ENST00000335783.3	centromere protein Q 	249	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.15	N/A
FBXO45	ENST00000311630.6	F-box protein 45 	72	2	0	1	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
TACC2	ENST00000513429.1	transforming, acidic coiled-coil containing protein 2 	225	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.07	N/A
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	3	0	1	2	0	rno-miR-338-5p	-0.06	-0.08	N/A
PABPC1L2B	ENST00000373521.2	poly(A) binding protein, cytoplasmic 1-like 2B 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
PRRX1	ENST00000367760.3	paired related homeobox 1 	57	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.07	N/A
AOC3	ENST00000591562.1	amine oxidase, copper containing 3 	59	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
GLRA3	ENST00000274093.3	glycine receptor, alpha 3 	5	2	0	2	0	1	rno-miR-338-5p	-0.06	-0.06	N/A
ZFPM2	ENST00000407775.2	zinc finger protein, FOG family member 2 	595	2	0	0	2	1	rno-miR-338-5p	-0.06	-0.06	N/A
SAMHD1	ENST00000262878.4	SAM domain and HD domain 1 	448	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.10	N/A
C17orf107	ENST00000381365.3	chromosome 17 open reading frame 107 	11	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	3	1	1	1	2	rno-miR-338-5p	-0.06	-0.06	N/A
CSNK2A1	ENST00000349736.5	casein kinase 2, alpha 1 polypeptide 	1927	3	0	1	2	0	rno-miR-338-5p	-0.06	-0.09	N/A
RIOK2	ENST00000283109.3	RIO kinase 2 	62	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
SLC25A40	ENST00000341119.5	solute carrier family 25, member 40 	405	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.06	N/A
FAM168B	ENST00000409185.1	family with sequence similarity 168, member B 	122	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.14	N/A
ATAD1	ENST00000308448.7	ATPase family, AAA domain containing 1 	276	3	1	0	2	1	rno-miR-338-5p	-0.06	-0.12	N/A
NOTUM	ENST00000409678.3	notum pectinacetylesterase homolog (Drosophila) 	10	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.11	N/A
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	3	1	1	1	3	rno-miR-338-5p	-0.06	-0.06	N/A
TAF4	ENST00000252996.4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa 	61	2	0	1	1	1	rno-miR-338-5p	-0.06	-0.10	N/A
BTN1A1	ENST00000244513.6	butyrophilin, subfamily 1, member A1 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
INPP1	ENST00000322522.4	inositol polyphosphate-1-phosphatase 	525	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.15	N/A
RP11-366L20.2	ENST00000356215.2	Uncharacterized protein  	5	1	0	1	0	1	rno-miR-338-5p	-0.06	-0.06	N/A
CGGBP1	ENST00000309534.6	CGG triplet repeat binding protein 1 	990	3	1	0	2	1	rno-miR-338-5p	-0.06	-0.12	N/A
EGFR	ENST00000275493.2	epidermal growth factor receptor 	632	3	1	1	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
SPRYD7	ENST00000361840.3	SPRY domain containing 7 	863	1	0	0	1	1	rno-miR-338-5p	-0.06	-0.11	N/A
ACVR1C	ENST00000243349.8	activin A receptor, type IC 	27	3	1	2	0	1	rno-miR-338-5p	-0.06	-0.08	N/A
NEK7	ENST00000367385.4	NIMA-related kinase 7 	12	1	0	1	0	3	rno-miR-338-5p	-0.06	-0.07	N/A
DUSP1	ENST00000239223.3	dual specificity phosphatase 1 	37211	1	0	1	0	0	rno-miR-338-5p	-0.06	-0.06	N/A
EYS	ENST00000393380.2	eyes shut homolog (Drosophila) 	5	1	0	0	1	0	rno-miR-338-5p	-0.06	-0.06	N/A
MID2	ENST00000262843.6	midline 2 	194	3	2	0	1	3	rno-miR-338-5p	-0.05	-0.07	N/A
CBX5	ENST00000209875.4	chromobox homolog 5 	360	2	0	2	0	0	rno-miR-338-5p	-0.05	-0.12	N/A
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	2	0	1	1	3	rno-miR-338-5p	-0.05	-0.07	N/A
DMRTA1	ENST00000325870.2	DMRT-like family A1 	124	2	0	0	2	3	rno-miR-338-5p	-0.05	-0.07	N/A
CLCN4	ENST00000380833.4	chloride channel, voltage-sensitive 4 	182	1	0	0	1	1	rno-miR-338-5p	-0.05	-0.07	N/A
MAFB	ENST00000373313.2	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B 	333	2	0	1	1	0	rno-miR-338-5p	-0.05	-0.06	N/A
TKTL1	ENST00000369915.3	transketolase-like 1 	6	1	0	1	0	0	rno-miR-338-5p	-0.05	-0.05	N/A
CSNK1G1	ENST00000303052.7	casein kinase 1, gamma 1 	149	2	0	1	1	1	rno-miR-338-5p	-0.05	-0.05	N/A
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	1	0	0	1	2	rno-miR-338-5p	-0.05	-0.05	N/A
ZBTB26	ENST00000373656.3	zinc finger and BTB domain containing 26 	83	2	0	1	1	2	rno-miR-338-5p	-0.05	-0.06	N/A
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	2	0	1	1	1	rno-miR-338-5p	-0.05	-0.08	N/A
FOXJ3	ENST00000372571.1	forkhead box J3 	329	1	0	0	1	2	rno-miR-338-5p	-0.05	-0.06	N/A
SKIL	ENST00000458537.3	SKI-like oncogene 	210	3	0	2	1	0	rno-miR-338-5p	-0.05	-0.07	N/A
IL13RA1	ENST00000371666.3	interleukin 13 receptor, alpha 1 	494	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.11	N/A
CDON	ENST00000392693.3	cell adhesion associated, oncogene regulated 	173	2	0	0	2	0	rno-miR-338-5p	-0.05	-0.06	N/A
CCND1	ENST00000227507.2	cyclin D1 	4687	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.06	N/A
HGF	ENST00000222390.5	hepatocyte growth factor (hepapoietin A; scatter factor) 	18	2	0	1	1	2	rno-miR-338-5p	-0.05	-0.05	N/A
WNT7B	ENST00000339464.4	wingless-type MMTV integration site family, member 7B 	40	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.05	N/A
ROCK1	ENST00000399799.2	Rho-associated, coiled-coil containing protein kinase 1 	7	1	1	0	0	1	rno-miR-338-5p	-0.05	-0.05	N/A
ARRDC3	ENST00000265138.3	arrestin domain containing 3 	1313	2	1	1	0	2	rno-miR-338-5p	-0.05	-0.05	N/A
FUBP3	ENST00000319725.9	far upstream element (FUSE) binding protein 3 	121	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
C4orf33	ENST00000281146.5	chromosome 4 open reading frame 33 	18	1	0	1	0	0	rno-miR-338-5p	-0.05	-0.20	N/A
ALG10	ENST00000538927.1	ALG10, alpha-1,2-glucosyltransferase 	18	2	0	0	2	1	rno-miR-338-5p	-0.05	-0.08	N/A
SGMS1	ENST00000361781.2	sphingomyelin synthase 1 	100	2	0	1	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	2	1	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
TRA2A	ENST00000297071.4	transformer 2 alpha homolog (Drosophila) 	1097	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.07	N/A
TBC1D8B	ENST00000357242.5	TBC1 domain family, member 8B (with GRAM domain) 	69	1	1	0	0	0	rno-miR-338-5p	-0.05	-0.06	N/A
SLITRK5	ENST00000325089.6	SLIT and NTRK-like family, member 5 	429	2	0	0	2	1	rno-miR-338-5p	-0.05	-0.05	N/A
CDH7	ENST00000397968.2	cadherin 7, type 2 	42	3	2	1	0	0	rno-miR-338-5p	-0.05	-0.14	N/A
CRISPLD1	ENST00000262207.4	cysteine-rich secretory protein LCCL domain containing 1 	358	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.06	N/A
CDKL1	ENST00000395834.1	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	90	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.06	N/A
SMAD5	ENST00000545279.1	SMAD family member 5 	225	2	0	1	1	1	rno-miR-338-5p	-0.05	-0.07	N/A
ZNF292	ENST00000369577.3	zinc finger protein 292 	230	2	0	0	2	1	rno-miR-338-5p	-0.05	-0.05	N/A
ATF2	ENST00000487334.2	activating transcription factor 2 	123	1	0	1	0	0	rno-miR-338-5p	-0.05	-0.06	N/A
MAPK8IP1	ENST00000241014.2	mitogen-activated protein kinase 8 interacting protein 1 	80	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
POU4F1	ENST00000377208.5	POU class 4 homeobox 1 	61	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
DNAJB14	ENST00000442697.2	DnaJ (Hsp40) homolog, subfamily B, member 14 	10	1	0	1	0	0	rno-miR-338-5p	-0.05	-0.05	N/A
GOPC	ENST00000368498.2	golgi-associated PDZ and coiled-coil motif containing 	451	1	1	0	0	1	rno-miR-338-5p	-0.05	-0.06	N/A
MGME1	ENST00000377710.5	mitochondrial genome maintenance exonuclease 1 	41	1	0	0	1	1	rno-miR-338-5p	-0.05	-0.09	N/A
RAB5C	ENST00000346213.4	RAB5C, member RAS oncogene family 	96	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.08	N/A
C10orf12	ENST00000286067.2	chromosome 10 open reading frame 12 	49	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.07	N/A
FOXG1	ENST00000382535.3	forkhead box G1 	40	3	0	2	1	1	rno-miR-338-5p	-0.05	-0.09	N/A
FBXL16	ENST00000397621.1	F-box and leucine-rich repeat protein 16 	5	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
C10orf88	ENST00000481909.1	chromosome 10 open reading frame 88 	269	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
ENPP1	ENST00000360971.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	159	1	1	0	0	2	rno-miR-338-5p	-0.05	-0.07	N/A
IDS	ENST00000422081.2	Iduronate 2-sulfatase (Hunter syndrome), isoform CRA_e; Iduronate 2-sulfatase 14 kDa chain; cDNA FLJ42669 fis, clone BRAMY2022168, highly similar to IDURONATE 2-SULFATASE   	810	1	0	0	1	1	rno-miR-338-5p	-0.05	-0.10	N/A
NFKBIA	ENST00000216797.5	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha 	228	1	0	0	1	2	rno-miR-338-5p	-0.05	-0.08	N/A
SLC25A1	ENST00000215882.5	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 	443	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.05	N/A
MMP16	ENST00000286614.6	matrix metallopeptidase 16 (membrane-inserted) 	12	3	1	2	0	2	rno-miR-338-5p	-0.05	-0.07	N/A
SEC23A	ENST00000537403.1	Sec23 homolog A (S. cerevisiae) 	413	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.06	N/A
ESCO2	ENST00000305188.8	establishment of sister chromatid cohesion N-acetyltransferase 2 	157	1	1	0	0	1	rno-miR-338-5p	-0.05	-0.09	N/A
AL117190.3	ENST00000599197.1	Esophagus cancer-related gene-2 interaction susceptibility protein; Uncharacterized protein  	30	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.06	N/A
MNT	ENST00000174618.4	MNT, MAX dimerization protein 	146	1	1	0	0	1	rno-miR-338-5p	-0.05	-0.06	N/A
CTGF	ENST00000367976.3	connective tissue growth factor 	10083	1	0	1	0	1	rno-miR-338-5p	-0.05	-0.05	N/A
NPTX1	ENST00000306773.4	neuronal pentraxin I 	1876	2	1	1	0	0	rno-miR-338-5p	-0.05	-0.05	N/A
PMEPA1	ENST00000341744.3	prostate transmembrane protein, androgen induced 1 	736	1	1	0	0	0	rno-miR-338-5p	-0.05	-0.09	N/A
CHIC1	ENST00000373504.6	cysteine-rich hydrophobic domain 1 	16	4	1	1	2	1	rno-miR-338-5p	-0.05	-0.08	N/A
TRMT10A	ENST00000394877.3	tRNA methyltransferase 10 homolog A (S. cerevisiae) 	89	1	1	0	0	1	rno-miR-338-5p	-0.05	-0.15	N/A
ZNF81	ENST00000338637.7	zinc finger protein 81 	10	1	0	0	1	0	rno-miR-338-5p	-0.05	-0.08	N/A
