Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Fbxo45	ENSMUST00000042732.5	F-box protein 45 	111	2	0	1	1	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Slmo2	ENSMUST00000016401.9	slowmo homolog 2 (Drosophila) 	2289	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Ttll7	ENSMUST00000170055.2	tubulin tyrosine ligase-like family, member 7 	2336	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Dnajc6	ENSMUST00000106930.2	DnaJ (Hsp40) homolog, subfamily C, member 6 	55	3	0	2	1	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Tnpo1	ENSMUST00000109399.3	transportin 1 	7052	3	3	0	0	5	mmu-miR-338-5p	-0.09	-0.09	N/A
Csnk1g1	ENSMUST00000034949.4	casein kinase 1, gamma 1 	405	1	0	1	0	2	mmu-miR-338-5p	-0.09	-0.09	N/A
Ugt2b37	ENSMUST00000075858.3	UDP glucuronosyltransferase 2 family, polypeptide B37 	194	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Slfn4	ENSMUST00000000208.6	schlafen 4 	18	3	0	1	2	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Vmn1r208	ENSMUST00000124841.1	vomeronasal 1 receptor 208 	5	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Ikbke	ENSMUST00000062108.4	inhibitor of kappaB kinase epsilon 	50	1	1	0	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Calm2	ENSMUST00000040440.6	calmodulin 2 	2119	1	0	0	1	1	mmu-miR-338-5p	-0.09	-0.09	N/A
Cirbp	ENSMUST00000105365.3	cold inducible RNA binding protein 	955	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Tpm1	ENSMUST00000113685.4	tropomyosin 1, alpha 	646442	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Kcnj15	ENSMUST00000113856.2	potassium inwardly-rectifying channel, subfamily J, member 15 	7670	2	1	0	1	1	mmu-miR-338-5p	-0.09	-0.10	N/A
Notum	ENSMUST00000106177.2	notum pectinacetylesterase homolog (Drosophila) 	56	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.13	N/A
Zfp27	ENSMUST00000162592.2	zinc finger protein 27 	180	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Efr3a	ENSMUST00000015146.10	EFR3 homolog A (S. cerevisiae) 	439	2	1	0	1	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Csta1	ENSMUST00000096090.2	cystatin A1 	5	1	0	0	1	2	mmu-miR-338-5p	-0.09	-0.09	N/A
Cacnb4	ENSMUST00000178799.2	calcium channel, voltage-dependent, beta 4 subunit 	26	4	1	3	0	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Sprr2a3	ENSMUST00000090872.5	small proline-rich protein 2A3 	7	1	1	0	0	0	mmu-miR-338-5p	-0.09	-0.41	N/A
Ept1	ENSMUST00000145167.2	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	983	4	2	1	1	1	mmu-miR-338-5p	-0.09	-0.13	N/A
Dclk1	ENSMUST00000167204.2	doublecortin-like kinase 1 	166	3	0	0	3	1	mmu-miR-338-5p	-0.09	-0.09	N/A
Tada2b	ENSMUST00000031097.7	transcriptional adaptor 2B 	41	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.11	N/A
Ahdc1	ENSMUST00000105916.2	AT hook, DNA binding motif, containing 1 	477	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Mmd	ENSMUST00000004050.6	monocyte to macrophage differentiation-associated 	7036	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Llph	ENSMUST00000020444.9	LLP homolog, long-term synaptic facilitation (Aplysia) 	1236	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Slc12a4	ENSMUST00000116429.3	solute carrier family 12, member 4 	347	1	0	0	1	1	mmu-miR-338-5p	-0.09	-0.09	N/A
Osr2	ENSMUST00000022952.4	odd-skipped related 2 	192	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Sh3kbp1	ENSMUST00000112456.3	SH3-domain kinase binding protein 1 	256	1	0	1	0	1	mmu-miR-338-5p	-0.09	-0.36	N/A
Pabpc4l	ENSMUST00000166505.1	poly(A) binding protein, cytoplasmic 4-like 	28	3	0	3	0	3	mmu-miR-338-5p	-0.09	-0.10	N/A
Cav1	ENSMUST00000115453.1	caveolin 1, caveolae protein 	31219	2	0	2	0	0	mmu-miR-338-5p	-0.09	-0.17	N/A
Tbc1d15	ENSMUST00000020339.8	TBC1 domain family, member 15 	1002	1	0	1	0	1	mmu-miR-338-5p	-0.09	-0.41	N/A
Cyp2ab1	ENSMUST00000023513.6	cytochrome P450, family 2, subfamily ab, polypeptide 1 	12	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Cdkl2	ENSMUST00000086978.6	cyclin-dependent kinase-like 2 (CDC2-related kinase) 	161	1	0	1	0	2	mmu-miR-338-5p	-0.09	-0.09	N/A
Rbm28	ENSMUST00000007993.10	RNA binding motif protein 28 	1986	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Tle4	ENSMUST00000052011.8	transducin-like enhancer of split 4, homolog of Drosophila E(spl) 	2085	2	0	0	2	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Nckap5	ENSMUST00000094609.4	NCK-associated protein 5 	81	2	0	0	2	0	mmu-miR-338-5p	-0.09	-0.10	N/A
Chst7	ENSMUST00000044138.7	carbohydrate (N-acetylglucosamino) sulfotransferase 7 	190	1	0	1	0	1	mmu-miR-338-5p	-0.09	-0.40	N/A
Selt	ENSMUST00000107924.1	selenoprotein T 	682	2	0	1	1	2	mmu-miR-338-5p	-0.09	-0.12	N/A
A530099J19Rik	ENSMUST00000151029.1	RIKEN cDNA A530099J19 gene 	17	2	0	1	1	0	mmu-miR-338-5p	-0.09	-0.14	N/A
Tmem52b	ENSMUST00000032263.5	transmembrane protein 52B 	482	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Fezf1	ENSMUST00000031709.5	Fez family zinc finger 1 	7	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Idi1	ENSMUST00000169314.3	isopentenyl-diphosphate delta isomerase 	383	1	0	1	0	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Trim52	ENSMUST00000022708.5	tripartite motif-containing 52 	5	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Ndel1	ENSMUST00000018880.8	nuclear distribution gene E-like homolog 1 (A. nidulans) 	58	1	0	0	1	0	mmu-miR-338-5p	-0.09	-0.09	N/A
Rap1b	ENSMUST00000064667.7	RAS related protein 1b 	10115	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.09	N/A
Gm3755	ENSMUST00000169555.1	predicted gene 3755 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Sgk3	ENSMUST00000168907.2	serum/glucocorticoid regulated kinase 3 	254	0	0	0	0	2	mmu-miR-338-5p	-0.08	-0.26	N/A
Zfp507	ENSMUST00000061586.5	zinc finger protein 507 	82	0	0	0	0	2	mmu-miR-338-5p	-0.08	-0.12	N/A
Fam222a	ENSMUST00000043650.7	family with sequence similarity 222, member A 	26	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Dnal1	ENSMUST00000123491.2	dynein, axonemal, light chain 1 	52	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.12	N/A
Abcc5	ENSMUST00000079158.7	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	144	2	1	0	1	0	mmu-miR-338-5p	-0.08	-0.11	N/A
Zfp712	ENSMUST00000167565.1	zinc finger protein 712 	29	2	0	0	2	0	mmu-miR-338-5p	-0.08	-0.15	N/A
Foxn3	ENSMUST00000046859.5	forkhead box N3 	698	1	0	0	1	2	mmu-miR-338-5p	-0.08	-0.15	N/A
Wasl	ENSMUST00000031695.9	Wiskott-Aldrich syndrome-like (human) 	2065	1	1	0	0	1	mmu-miR-338-5p	-0.08	-0.09	N/A
4933411G11Rik	ENSMUST00000031574.4	RIKEN cDNA 4933411G11Rik gene 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Bnip3l	ENSMUST00000111115.2	BCL2/adenovirus E1B interacting protein 3-like 	2649	2	0	0	2	1	mmu-miR-338-5p	-0.08	-0.12	N/A
Gm3278	ENSMUST00000164459.1	predicted gene 3278 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Mpdz	ENSMUST00000107262.2	multiple PDZ domain protein 	814	1	0	0	1	2	mmu-miR-338-5p	-0.08	-0.23	N/A
Gm2244	ENSMUST00000164372.1	predicted gene 2244 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gm1968	ENSMUST00000100016.3	predicted gene 1968 	2	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Fgf9	ENSMUST00000165526.2	fibroblast growth factor 9 	140	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.16	N/A
Abhd17b	ENSMUST00000052556.3	abhydrolase domain containing 17B 	1392	1	0	1	0	2	mmu-miR-338-5p	-0.08	-0.09	N/A
Uty	ENSMUST00000143286.2	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome 	229	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.09	N/A
Ipo7	ENSMUST00000084731.3	importin 7 	920	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.12	N/A
Wdyhv1	ENSMUST00000067563.7	WDYHV motif containing 1 	243	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Xlr4b	ENSMUST00000069077.4	X-linked lymphocyte-regulated 4B 	5	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Hnrnph2	ENSMUST00000113203.1	heterogeneous nuclear ribonucleoprotein H2 	5	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Gtf2a1l	ENSMUST00000024970.5	general transcription factor IIA, 1-like 	11	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gm10408	ENSMUST00000096168.5	predicted gene 10408 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
C230062I16Rik	ENSMUST00000077142.2	RIKEN cDNA C230062I16 gene 	8	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Ptpn4	ENSMUST00000064091.6	protein tyrosine phosphatase, non-receptor type 4 	598	2	1	1	0	1	mmu-miR-338-5p	-0.08	-0.10	N/A
Pik3r5	ENSMUST00000021283.7	phosphoinositide-3-kinase, regulatory subunit 5, p101 	13	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Rnf44	ENSMUST00000177950.2	ring finger protein 44 	2723	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.10	N/A
4632415L05Rik	ENSMUST00000059704.4	RIKEN cDNA 4632415L05 gene 	164	1	0	1	0	2	mmu-miR-338-5p	-0.08	-0.11	N/A
Qpct	ENSMUST00000040789.4	glutaminyl-peptide cyclotransferase (glutaminyl cyclase) 	169	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.40	N/A
Gm10767	ENSMUST00000168767.3	predicted gene 10767 	7	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.12	N/A
Spag1	ENSMUST00000047348.4	sperm associated antigen 1 	91	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gm7347	ENSMUST00000095004.3	predicted gene 7347 	5	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Tspan6	ENSMUST00000087557.6	tetraspanin 6 	168	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Tab3	ENSMUST00000048250.4	TGF-beta activated kinase 1/MAP3K7 binding protein 3 	169	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gm8050	ENSMUST00000171987.1	predicted gene 8050 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
R3hdm2	ENSMUST00000105249.3	R3H domain containing 2 	286	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.12	N/A
Tdgf1	ENSMUST00000035075.8	teratocarcinoma-derived growth factor 1 	37	1	0	0	1	1	mmu-miR-338-5p	-0.08	-0.12	N/A
Aicda	ENSMUST00000043301.8	activation-induced cytidine deaminase 	8	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Clec10a	ENSMUST00000102571.4	C-type lectin domain family 10, member A 	253	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Tac1	ENSMUST00000185187.2	tachykinin 1 	7	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
1110002L01Rik	ENSMUST00000180149.1	RIKEN cDNA 1110002L01 gene 	43	1	0	1	0	2	mmu-miR-338-5p	-0.08	-0.08	N/A
5031410I06Rik	ENSMUST00000063524.2	RIKEN cDNA 5031410I06 gene 	5	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Sft2d3	ENSMUST00000054984.6	SFT2 domain containing 3 	285	2	0	1	1	1	mmu-miR-338-5p	-0.08	-0.17	N/A
Acvr2a	ENSMUST00000063886.3	activin receptor IIA 	293	4	2	0	2	0	mmu-miR-338-5p	-0.08	-0.19	N/A
Mettl10	ENSMUST00000033257.9	methyltransferase like 10 	77	4	2	0	2	3	mmu-miR-338-5p	-0.08	-0.20	N/A
2610002M06Rik	ENSMUST00000120722.1	RIKEN cDNA 2610002M06 gene 	728	1	0	1	0	2	mmu-miR-338-5p	-0.08	-0.08	N/A
Ap3b1	ENSMUST00000022196.3	adaptor-related protein complex 3, beta 1 subunit 	1762	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
G0s2	ENSMUST00000009777.2	G0/G1 switch gene 2 	126	1	0	1	0	2	mmu-miR-338-5p	-0.08	-0.10	N/A
Gpr26	ENSMUST00000045840.4	G protein-coupled receptor 26 	5	4	1	2	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Bmp15	ENSMUST00000024049.7	bone morphogenetic protein 15 	5	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Zcchc10	ENSMUST00000018383.4	zinc finger, CCHC domain containing 10 	805	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gpr176	ENSMUST00000039160.2	G protein-coupled receptor 176 	70	1	1	0	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Ubxn2b	ENSMUST00000029907.5	UBX domain protein 2B 	641	5	0	4	1	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Fam208a	ENSMUST00000022450.4	family with sequence similarity 208, member A 	731	4	1	1	2	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Kdm4b	ENSMUST00000025036.5	lysine (K)-specific demethylase 4B 	358	0	0	0	0	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Taf4a	ENSMUST00000041618.8	TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor 	1467	2	0	1	1	1	mmu-miR-338-5p	-0.08	-0.08	N/A
1700019D03Rik	ENSMUST00000050567.5	RIKEN cDNA 1700019D03 gene 	105	2	1	1	0	0	mmu-miR-338-5p	-0.08	-0.12	N/A
Bche	ENSMUST00000029367.5	butyrylcholinesterase 	330	3	1	2	0	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Shroom4	ENSMUST00000089520.2	shroom family member 4 	1496	4	1	2	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gfra2	ENSMUST00000022699.8	glial cell line derived neurotrophic factor family receptor alpha 2 	239	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Cbx3	ENSMUST00000114445.2	chromobox 3 	45	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Nxt2	ENSMUST00000112916.3	nuclear transport factor 2-like export factor 2 	128	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Gpkow	ENSMUST00000049896.7	G patch domain and KOW motifs 	86	2	0	0	2	2	mmu-miR-338-5p	-0.08	-0.09	N/A
1810022K09Rik	ENSMUST00000186870.1	RIKEN cDNA 1810022K09 gene 	78	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Adamts19	ENSMUST00000052907.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 	32	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Abcc12	ENSMUST00000131423.2	ATP-binding cassette, sub-family C (CFTR/MRP), member 12 	9	1	1	0	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Samsn1	ENSMUST00000114239.3	SAM domain, SH3 domain and nuclear localization signals, 1 	30	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Herc4	ENSMUST00000020258.8	hect domain and RLD 4 	1208	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.15	N/A
Shoc2	ENSMUST00000169861.2	soc-2 (suppressor of clear) homolog (C. elegans) 	186	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Dcun1d4	ENSMUST00000063882.6	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) 	353	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Map2k6	ENSMUST00000020949.6	mitogen-activated protein kinase kinase 6 	142	1	0	0	1	3	mmu-miR-338-5p	-0.08	-0.20	N/A
Amy1	ENSMUST00000067980.6	amylase 1, salivary 	211	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.14	N/A
Arf1	ENSMUST00000163300.2	ADP-ribosylation factor 1 	50	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Gm5862	ENSMUST00000072286.6	predicted gene 5862 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Tra2a	ENSMUST00000031841.7	transformer 2 alpha homolog (Drosophila) 	25	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Sost	ENSMUST00000001534.6	sclerostin 	12	1	1	0	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
A230046K03Rik	ENSMUST00000038388.5	RIKEN cDNA A230046K03 gene 	645	1	1	0	0	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Arhgap18	ENSMUST00000039557.7	Rho GTPase activating protein 18 	403	2	0	1	1	1	mmu-miR-338-5p	-0.08	-0.09	N/A
Hells	ENSMUST00000025965.6	helicase, lymphoid specific 	4578	4	1	3	0	2	mmu-miR-338-5p	-0.08	-0.13	N/A
AI593442	ENSMUST00000098768.2	expressed sequence AI593442 	6	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Ddx46	ENSMUST00000172272.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 	5871	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Muc20	ENSMUST00000041123.8	mucin 20 	120	1	0	0	1	2	mmu-miR-338-5p	-0.08	-0.08	N/A
Rgs4	ENSMUST00000111357.1	regulator of G-protein signaling 4 	198	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Lefty1	ENSMUST00000037361.8	left right determination factor 1 	2515	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
G3bp2	ENSMUST00000169094.2	GTPase activating protein (SH3 domain) binding protein 2 	6218	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Clec2i	ENSMUST00000159866.2	C-type lectin domain family 2, member i 	46	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Anks1b	ENSMUST00000182356.2	ankyrin repeat and sterile alpha motif domain containing 1B 	94	2	0	2	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Rapgef6	ENSMUST00000102743.4	Rap guanine nucleotide exchange factor (GEF) 6 	534	2	1	0	1	2	mmu-miR-338-5p	-0.08	-0.08	N/A
Mllt10	ENSMUST00000114671.2	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	24	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Itgav	ENSMUST00000028499.5	integrin alpha V 	6050	2	0	1	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
F2rl3	ENSMUST00000058099.8	coagulation factor II (thrombin) receptor-like 3 	26	2	1	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Efnb3	ENSMUST00000004036.5	ephrin B3 	21	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Mysm1	ENSMUST00000075872.3	myb-like, SWIRM and MPN domains 1 	381	1	1	0	0	2	mmu-miR-338-5p	-0.08	-0.11	N/A
Snap23	ENSMUST00000110711.3	synaptosomal-associated protein 23 	1805	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.09	N/A
Larp1b	ENSMUST00000065411.7	La ribonucleoprotein domain family, member 1B 	133	2	0	0	2	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Rab39	ENSMUST00000068449.3	RAB39, member RAS oncogene family 	26	2	1	1	0	1	mmu-miR-338-5p	-0.08	-0.09	N/A
Gm13088	ENSMUST00000105771.1	predicted gene 13088 	5	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Ntn4	ENSMUST00000020204.4	netrin 4 	2154	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Speer4b	ENSMUST00000053257.4	spermatogenesis associated glutamate (E)-rich protein 4b 	5	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Gm7361	ENSMUST00000074148.6	predicted gene 7361 	5	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Rel	ENSMUST00000102864.3	reticuloendotheliosis oncogene 	73	4	1	3	0	1	mmu-miR-338-5p	-0.08	-0.10	N/A
Foxa1	ENSMUST00000044380.6	forkhead box A1 	116	2	0	1	1	1	mmu-miR-338-5p	-0.08	-0.09	N/A
Ms4a6c	ENSMUST00000165310.2	membrane-spanning 4-domains, subfamily A, member 6C 	58	2	0	2	0	0	mmu-miR-338-5p	-0.08	-0.58	N/A
Upp2	ENSMUST00000059102.7	uridine phosphorylase 2 	1221	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.10	N/A
Scml2	ENSMUST00000112345.2	sex comb on midleg-like 2 (Drosophila) 	44	1	0	1	0	1	mmu-miR-338-5p	-0.08	-0.17	N/A
Cflar	ENSMUST00000114313.2	CASP8 and FADD-like apoptosis regulator 	1090	4	2	0	2	1	mmu-miR-338-5p	-0.08	-0.08	N/A
Agmo	ENSMUST00000049874.8	alkylglycerol monooxygenase 	672	1	0	1	0	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Akr1c14	ENSMUST00000118717.3	aldo-keto reductase family 1, member C14 	5614	2	0	2	0	0	mmu-miR-338-5p	-0.08	-0.13	N/A
Slc25a40	ENSMUST00000066921.4	solute carrier family 25, member 40 	77	1	0	0	1	0	mmu-miR-338-5p	-0.08	-0.08	N/A
Krtap3-3	ENSMUST00000092700.4	keratin associated protein 3-3 	5	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Zic1	ENSMUST00000034927.7	zinc finger protein of the cerebellum 1 	5	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Ap1s2	ENSMUST00000069041.9	adaptor-related protein complex 1, sigma 2 subunit 	2303	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Med31	ENSMUST00000021157.8	mediator complex subunit 31 	167	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Gm10735	ENSMUST00000099162.2	predicted gene 10735 	6	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Serpinb1b	ENSMUST00000016951.7	serine (or cysteine) peptidase inhibitor, clade B, member 1b 	13	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.13	N/A
Mgam	ENSMUST00000071535.6	maltase-glucoamylase 	369	2	0	1	1	0	mmu-miR-338-5p	-0.07	-0.10	N/A
Dhx9	ENSMUST00000186380.1	DEAH (Asp-Glu-Ala-His) box polypeptide 9 	6781	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Prex2	ENSMUST00000027056.6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 	1393	1	1	0	0	1	mmu-miR-338-5p	-0.07	-0.07	N/A
Nup153	ENSMUST00000021803.9	nucleoporin 153 	627	1	0	0	1	2	mmu-miR-338-5p	-0.07	-0.08	N/A
3110057O12Rik	ENSMUST00000159774.2	RIKEN cDNA 3110057O12 gene 	410	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.08	N/A
Nuf2	ENSMUST00000111368.2	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae) 	898	1	0	0	1	1	mmu-miR-338-5p	-0.07	-0.10	N/A
Klc1	ENSMUST00000084941.6	kinesin light chain 1 	448	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Neto2	ENSMUST00000109686.3	neuropilin (NRP) and tolloid (TLL)-like 2 	118	1	1	0	0	2	mmu-miR-338-5p	-0.07	-0.08	N/A
Snca	ENSMUST00000163779.2	synuclein, alpha 	186	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Gm5615	ENSMUST00000098900.2	predicted gene 5615 	5	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Dek	ENSMUST00000021807.7	DEK oncogene (DNA binding) 	246	1	0	0	1	2	mmu-miR-338-5p	-0.07	-0.08	N/A
Adcyap1	ENSMUST00000064775.6	adenylate cyclase activating polypeptide 1 	11	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.16	N/A
Gcnt3	ENSMUST00000034751.5	glucosaminyl (N-acetyl) transferase 3, mucin type 	18	2	0	1	1	0	mmu-miR-338-5p	-0.07	-0.08	N/A
Rsrp1	ENSMUST00000078084.6	arginine/serine rich protein 1 	1519	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.08	N/A
Cyp3a44	ENSMUST00000067479.5	cytochrome P450, family 3, subfamily a, polypeptide 44 	5	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Kitl	ENSMUST00000105283.2	kit ligand 	3308	2	1	1	0	3	mmu-miR-338-5p	-0.07	-0.08	N/A
Cxcl12	ENSMUST00000112866.2	chemokine (C-X-C motif) ligand 12 	7869	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Itgb8	ENSMUST00000026360.8	integrin beta 8 	333	1	0	0	1	0	mmu-miR-338-5p	-0.07	-0.07	N/A
Sdhaf2	ENSMUST00000025570.6	succinate dehydrogenase complex assembly factor 2 	1608	2	0	1	1	1	mmu-miR-338-5p	-0.07	-0.11	N/A
Dyrk2	ENSMUST00000004281.8	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1322	1	0	0	1	3	mmu-miR-338-5p	-0.07	-0.08	N/A
Gm9949	ENSMUST00000067743.1	predicted gene 9949 	27	2	0	1	1	1	mmu-miR-338-5p	-0.07	-0.43	N/A
Amotl2	ENSMUST00000035121.8	angiomotin-like 2 	345	1	0	1	0	0	mmu-miR-338-5p	-0.07	-0.08	N/A
Ptgs1	ENSMUST00000062069.5	prostaglandin-endoperoxide synthase 1 	1108	2	0	2	0	1	mmu-miR-338-5p	-0.07	-0.09	N/A
